store_ID,nb_customers_on_day,open,promotion,school_holiday,Predicted_Sales
67,837,1,1,1,8831.8
725,677,1,1,0,6795.5
219,416,1,1,0,3271.3333333333335
1077,479,1,0,0,3749.2
322,589,1,0,0,5532.138461538461
814,581,1,1,1,6109.75
134,0,0,0,0,0.0
54,657,1,0,0,6533.0
662,854,1,1,0,10198.741935483871
126,0,0,0,0,0.0
1001,471,1,0,0,4145.357142857143
657,598,1,0,0,4136.419354838709
590,319,1,0,0,3902.75
193,0,0,0,1,0.0
168,465,1,0,0,4477.872611464968
16,839,1,0,0,7120.142857142857
244,738,1,1,0,8725.4
545,0,0,0,0,0.0
1032,492,1,0,0,4809.623306233062
290,987,1,1,0,12143.5
548,335,1,1,0,4033.4
733,3508,1,1,1,16603.11111111111
654,716,1,1,0,6856.130434782609
272,377,1,0,0,3810.254098360656
1017,1176,1,1,0,8489.125
708,462,1,1,0,4133.0
819,454,1,1,0,5795.428571428572
99,372,1,0,0,3561.2013651877132
982,710,1,0,0,7768.666666666667
683,0,0,1,1,0.0
194,373,1,0,0,3862.0188679245284
853,1201,1,1,0,11211.6
53,650,1,1,1,6980.497530864198
281,508,1,1,0,5605.076923076923
101,879,1,1,0,8872.8
440,769,1,1,1,8285.857142857143
994,435,1,1,0,4481.777777777777
168,930,1,1,1,9667.515151515152
48,0,0,0,0,0.0
652,501,1,0,0,4789.886908420405
934,474,1,0,0,4441.692307692308
223,589,1,0,0,5160.0
378,0,0,0,1,0.0
865,624,1,1,0,7666.5
466,861,1,0,0,7387.285714285715
789,546,1,0,0,3984.285714285714
61,0,0,0,0,0.0
765,1068,1,1,0,11958.0
673,500,1,0,0,4789.886908420405
258,444,1,0,0,4748.1
740,499,1,1,0,7204.958333333333
1080,764,1,0,0,8564.57142857143
918,661,1,1,0,6104.349650349651
857,1004,1,0,0,8868.2
837,482,1,1,0,3156.0
516,0,0,0,0,0.0
446,505,1,0,0,4938.28645294726
835,0,0,1,0,0.0
140,0,0,0,0,0.0
207,1584,1,1,0,13909.2
961,668,1,1,0,6170.285714285715
772,507,1,1,0,3646.7272727272725
1089,1050,1,1,0,11330.8
521,421,1,1,0,5561.375
823,600,1,0,0,5788.2
436,426,1,0,0,3763.9166666666665
483,0,0,0,0,0.0
215,333,1,0,0,3941.777777777778
109,802,1,0,0,6412.666666666667
858,590,1,1,0,6253.4
425,501,1,1,0,3741.4
357,905,1,0,1,6130.2
255,575,1,1,0,5854.0
798,343,1,0,0,2964.222222222222
366,304,1,0,0,3431.409090909091
534,510,1,0,1,4542.10650887574
179,1176,1,1,0,11194.9375
258,464,1,0,1,4477.872611464968
693,384,1,0,1,4245.875
999,685,1,1,1,10241.6
834,492,1,0,0,4315.0
512,1410,1,0,1,5763.666666666667
818,662,1,1,0,6436.875
534,606,1,0,0,5562.6
1084,1099,1,1,0,8313.8
34,861,1,0,0,6600.428571428572
101,686,1,0,0,5846.0
187,885,1,1,0,8788.803278688525
20,1041,1,1,0,10101.446827524576
828,0,0,0,0,0.0
434,823,1,1,1,11423.111111111111
738,864,1,1,0,11978.777777777777
351,569,1,1,0,7022.0
1020,905,1,0,0,5961.571428571428
86,0,0,0,0,0.0
266,573,1,1,0,4670.25
608,1024,1,1,0,10446.777777777777
708,493,1,1,1,4684.666666666667
734,605,1,1,0,6891.75
776,0,0,0,0,0.0
1060,853,1,1,0,7648.428571428572
182,507,1,1,0,6716.6
542,431,1,0,0,4958.785714285715
602,610,1,0,0,5758.0
101,777,1,1,0,7546.857142857143
784,0,0,0,0,0.0
679,0,0,0,0,0.0
535,793,1,0,1,7136.990384615385
844,516,1,1,0,5116.9
595,0,0,0,0,0.0
25,1831,1,0,0,13227.6
416,1819,1,1,0,15580.714285714286
539,966,1,0,0,9109.833333333334
77,642,1,1,0,6802.334090909091
641,493,1,0,0,4789.886908420405
445,1201,1,0,0,7647.739130434783
318,822,1,1,0,8636.293333333333
394,539,1,0,0,5998.45
761,1014,1,1,1,8311.6
706,578,1,1,0,6912.833333333333
41,433,1,0,0,5902.6
894,958,1,0,1,7121.0
169,801,1,0,0,7821.0
1012,0,0,0,0,0.0
310,868,1,1,0,10904.75
1003,847,1,1,0,8655.0
970,429,1,1,0,5464.4
239,627,1,1,0,6621.469622331691
998,647,1,1,0,6955.891891891892
278,692,1,0,0,5499.166666666667
49,539,1,0,1,7033.5
603,0,0,1,1,0.0
658,824,1,1,0,9063.75
1072,786,1,1,0,7840.704630788486
1028,587,1,1,1,5378.041666666667
288,489,1,1,0,7054.0
111,838,1,1,1,7986.6
581,703,1,1,0,6844.666666666667
979,0,0,0,0,0.0
644,0,0,0,0,0.0
589,577,1,1,0,6282.468629961588
295,619,1,0,0,4315.888888888889
388,1586,1,1,0,15260.555555555555
9,621,1,0,0,6526.5
445,1381,1,1,1,10546.2
204,445,1,0,1,4703.115384615385
296,1011,1,1,0,10129.875
497,0,0,0,0,0.0
481,523,1,1,0,6186.111111111111
1100,569,1,0,0,3853.4
588,614,1,0,0,6036.0
290,918,1,1,1,11343.166666666666
1107,635,1,0,1,5317.142857142857
1019,820,1,0,0,5983.8
945,545,1,0,0,4877.449438202248
770,0,0,0,0,0.0
1041,0,0,1,1,0.0
433,898,1,1,1,9120.857142857143
190,738,1,1,0,8418.42857142857
843,962,1,1,1,9230.4
937,689,1,1,1,9027.111111111111
333,0,0,0,0,0.0
302,337,1,1,0,4113.571428571428
329,0,0,0,0,0.0
1034,290,1,0,0,2456.0
734,289,1,0,0,2629.170731707317
892,861,1,1,0,8568.304347826086
96,532,1,0,1,4108.0
578,762,1,0,0,6006.650485436893
593,1035,1,0,0,7532.823529411765
958,595,1,1,0,4718.285714285715
944,1135,1,1,1,7591.5
524,913,1,0,0,8434.8
311,1049,1,0,1,11263.5
501,615,1,1,1,6051.95652173913
1039,1233,1,1,1,10576.57142857143
511,863,1,1,0,8431.899285714286
58,594,1,1,0,7887.5
963,717,1,0,1,4804.0
860,638,1,1,0,4991.333333333333
114,515,1,0,0,4166.0
20,753,1,0,1,6541.714285714285
33,743,1,1,0,7299.625
255,621,1,1,0,6449.345454545454
458,0,0,0,0,0.0
963,354,1,0,0,3632.0
167,0,0,0,0,0.0
849,861,1,0,0,8205.444444444445
208,0,0,0,0,0.0
85,687,1,0,0,4727.0
341,0,0,0,0,0.0
841,425,1,0,0,2752.125
234,787,1,0,0,7005.2
333,0,0,0,0,0.0
78,0,0,0,0,0.0
764,0,0,0,0,0.0
5,0,0,0,0,0.0
547,688,1,0,0,6795.166666666667
705,686,1,0,0,6491.342857142857
244,534,1,0,1,4524.0
513,1681,1,0,0,14069.142857142857
894,753,1,0,0,5527.4
974,1806,1,1,0,14226.666666666666
814,0,0,0,0,0.0
989,637,1,1,0,5846.875
135,0,0,0,0,0.0
425,590,1,1,0,6434.020107238606
875,352,1,0,0,3270.0
914,0,0,0,0,0.0
1017,0,0,0,0,0.0
880,0,0,0,0,0.0
813,845,1,1,0,8312.0
374,1097,1,1,0,9910.714285714286
883,417,1,0,1,3661.1666666666665
348,665,1,0,1,7800.0
529,777,1,1,0,8617.95
758,415,1,0,0,3500.4
698,1706,1,0,0,12456.833333333334
1115,411,1,1,0,6398.4
216,676,1,0,1,5170.25
753,0,0,0,0,0.0
736,641,1,1,1,7090.272727272727
229,653,1,0,0,6812.166666666667
1078,438,1,0,0,5201.5
715,688,1,1,0,6414.333333333333
748,344,1,0,1,3587.6666666666665
202,0,0,0,0,0.0
626,922,1,1,0,10785.75
364,660,1,0,0,5002.25
791,831,1,0,0,6711.391666666666
8,307,1,0,0,2575.6666666666665
33,932,1,1,0,10171.90909090909
54,560,1,0,0,5327.964989059081
59,691,1,1,0,7739.194395796848
681,431,1,0,1,3222.6666666666665
267,1510,1,0,0,11785.6
39,1046,1,1,0,10101.446827524576
557,721,1,1,1,5431.333333333333
1058,678,1,1,1,6978.833333333333
99,431,1,0,0,4586.4
641,560,1,0,0,5939.819444444444
537,646,1,0,0,5403.5
198,493,1,1,1,4622.333333333333
994,257,1,0,0,2176.777777777778
1034,796,1,0,0,6254.0
1068,293,1,1,0,4300.285714285715
264,837,1,0,0,5683.0
427,829,1,1,1,8772.2
663,803,1,1,0,6640.142857142857
452,438,1,0,0,4418.631958762887
78,502,1,1,0,3878.6
487,640,1,0,0,5923.5
960,614,1,1,0,8163.555555555556
209,582,1,0,0,5479.6
506,794,1,0,0,5802.571428571428
789,522,1,1,0,3532.9
257,916,1,0,1,6473.0
367,520,1,0,0,4731.772727272727
264,813,1,1,1,6181.615384615385
464,1234,1,1,0,10438.426666666666
459,1228,1,1,0,10438.426666666666
841,411,1,0,0,2638.4
675,675,1,1,0,6524.4
150,824,1,1,0,8641.09677419355
808,585,1,0,0,7004.5
4,1092,1,0,0,7587.0
104,0,0,0,0,0.0
241,620,1,0,0,5488.285714285715
17,823,1,0,0,5715.625
844,582,1,1,0,5457.714285714285
1112,700,1,0,0,7516.75
639,418,1,0,0,3540.0
968,1339,1,1,0,13384.5
329,429,1,0,0,4108.835648148148
365,571,1,1,0,5567.277777777777
682,2045,1,1,0,14295.333333333334
1084,810,1,1,0,6400.857142857143
1107,590,1,0,0,4763.2
601,0,0,0,1,0.0
450,1138,1,1,1,9844.875
808,589,1,1,1,7510.0
226,1038,1,1,0,9922.059210526315
224,432,1,0,0,5464.3
364,592,1,0,0,4275.714285714285
483,787,1,1,0,5838.4
536,0,0,0,0,0.0
346,857,1,1,0,9408.42857142857
1010,618,1,0,0,6411.4473684210525
927,774,1,1,0,8045.977272727273
476,670,1,1,0,6019.555555555556
309,0,0,0,1,0.0
190,684,1,1,0,7452.3
1065,320,1,0,0,2630.4285714285716
429,0,0,0,0,0.0
893,0,0,0,0,0.0
113,789,1,0,0,7736.0
184,486,1,0,0,5315.833333333333
885,862,1,1,1,7172.666666666667
331,597,1,0,0,4261.0
805,557,1,1,0,6613.833333333333
379,432,1,0,0,3361.2972972972975
454,0,0,0,1,0.0
780,263,1,0,0,2537.3333333333335
712,501,1,0,1,5224.933333333333
876,0,0,0,0,0.0
675,0,0,0,1,0.0
1112,777,1,1,0,7840.704630788486
645,1573,1,1,0,14293.555555555555
271,788,1,0,1,6828.222222222223
664,537,1,0,0,4939.406698564593
680,823,1,0,0,5420.0
534,503,1,1,0,7110.571428571428
3,965,1,0,0,7173.0
877,1155,1,0,1,10344.8
674,898,1,0,0,6719.666666666667
396,1204,1,0,0,9118.04109589041
931,251,1,0,0,2176.4285714285716
578,909,1,1,0,8354.182608695652
409,467,1,0,0,4477.872611464968
206,498,1,0,0,4485.0
108,1180,1,0,0,8754.0
760,0,0,0,0,0.0
922,750,1,1,0,7609.959612277868
1080,920,1,1,0,11961.444444444445
845,0,0,0,0,0.0
1014,1417,1,1,0,12891.6
554,345,1,0,0,3225.6
971,882,1,0,0,6772.666666666667
736,550,1,1,0,6194.555555555556
1113,617,1,0,0,5540.666666666667
345,313,1,0,0,3057.6
358,974,1,0,0,8432.692307692309
27,909,1,0,0,7417.24
210,266,1,0,0,2320.4
1087,530,1,0,0,4760.8
344,1258,1,0,1,12257.111111111111
116,764,1,0,0,6953.0
385,0,0,0,0,0.0
139,402,1,0,0,5019.0
837,274,1,1,0,3287.0
151,642,1,0,0,6026.375
325,727,1,1,0,7716.916666666667
1096,0,0,0,0,0.0
255,595,1,1,0,6434.020107238606
916,581,1,0,0,3979.5384615384614
784,797,1,1,0,7907.2
632,807,1,0,0,6864.177796327212
391,950,1,1,0,9815.436046511628
398,615,1,1,0,6013.9375
929,904,1,1,0,9104.174311926605
294,946,1,0,0,6801.125
319,783,1,0,0,7158.5
75,621,1,0,0,5717.8
178,943,1,0,0,9536.466666666667
779,807,1,1,0,8225.6
737,1077,1,1,0,10457.339285714286
305,502,1,1,0,5272.1
454,257,1,0,0,2260.75
218,693,1,1,0,5086.333333333333
820,1138,1,1,0,12325.0
898,1057,1,1,0,11393.833333333334
125,1877,1,1,0,15030.111111111111
829,808,1,1,0,6382.125
451,482,1,0,0,4659.774302620456
78,519,1,1,0,3819.1666666666665
301,0,0,0,0,0.0
781,670,1,0,0,4333.888888888889
255,698,1,1,1,7381.571428571428
450,0,0,0,0,0.0
132,603,1,1,0,6538.568306010929
704,1343,1,1,0,14105.166666666666
956,512,1,0,0,3757.0
1105,425,1,0,1,3596.6
395,583,1,1,0,4545.714285714285
224,342,1,0,0,4368.333333333333
291,456,1,0,0,3591.8333333333335
86,673,1,1,0,6978.630681818182
963,1106,1,0,0,11037.5
246,1058,1,1,0,9922.059210526315
846,786,1,1,0,7193.243902439024
476,560,1,0,0,4528.619047619048
773,921,1,1,0,7153.8
1108,1101,1,1,0,11561.0
147,1199,1,1,0,13005.72340425532
929,1015,1,0,0,9591.166666666666
619,483,1,1,0,5048.5
719,0,0,0,0,0.0
131,614,1,1,0,6538.568306010929
502,1380,1,0,0,9367.0
1006,766,1,0,0,5093.166666666667
120,558,1,0,0,5190.290024630542
240,0,0,0,0,0.0
874,477,1,0,0,3941.5
190,695,1,0,0,6734.777777777777
790,0,0,0,0,0.0
1059,1106,1,1,0,8589.6
509,367,1,0,0,3944.6666666666665
1057,592,1,1,0,6757.857142857143
990,528,1,1,0,6542.210526315789
130,677,1,1,1,6978.630681818182
571,782,1,0,0,6254.774193548387
675,521,1,1,0,5940.6
424,811,1,0,0,6522.4375
722,1081,1,0,0,10876.0
891,936,1,0,1,6212.166666666667
244,566,1,1,0,6222.8
338,0,0,0,1,0.0
532,1311,1,0,0,10819.333333333334
762,431,1,1,1,4591.444444444444
523,1627,1,1,1,14599.0
947,1197,1,1,1,9513.2
584,325,1,0,1,2871.5
456,1239,1,1,0,10438.426666666666
905,1936,1,1,0,14656.0
186,399,1,0,0,4134.285714285715
798,984,1,1,0,8031.166666666667
276,431,1,0,0,3017.0
856,1001,1,0,1,7445.4
538,542,1,0,0,3494.3783783783783
904,0,0,0,0,0.0
1093,921,1,1,1,8718.25
211,0,0,0,0,0.0
1073,868,1,1,0,7325.125
1092,0,0,0,0,0.0
641,439,1,0,1,4004.6666666666665
835,693,1,1,0,5652.428571428572
87,0,0,0,0,0.0
979,642,1,1,0,6702.061224489796
295,786,1,1,0,6886.714285714285
1103,459,1,1,0,6491.8
155,571,1,1,1,6281.666666666667
744,820,1,1,0,7943.666666666667
93,634,1,1,1,6802.334090909091
753,756,1,1,0,8774.333333333334
904,0,0,0,0,0.0
980,801,1,1,0,7782.7
1081,786,1,1,0,7840.704630788486
581,521,1,0,0,3956.0
23,0,0,0,0,0.0
1095,676,1,1,0,4922.0
844,664,1,1,0,7167.6
343,572,1,0,0,5366.4
714,364,1,1,0,5215.0
397,1027,1,1,0,11002.681818181818
967,1075,1,1,1,11357.6
188,370,1,0,1,3862.0188679245284
302,276,1,0,0,2881.2
281,683,1,0,0,4137.8
684,731,1,0,0,7465.761904761905
690,1007,1,1,1,8766.833333333334
357,946,1,1,0,7445.0
1071,748,1,1,0,7347.997920997921
961,0,0,1,0,0.0
155,0,0,1,1,0.0
730,1429,1,1,0,14404.777777777777
172,881,1,1,0,7634.880733944954
310,780,1,1,0,9205.8
913,1103,1,0,0,7758.0
544,2176,1,1,0,18551.8
1000,893,1,1,0,10856.833333333334
16,1070,1,1,0,10101.446827524576
1026,1630,1,1,0,14650.0
568,0,0,0,1,0.0
897,281,1,0,0,2436.7
515,887,1,1,0,8431.899285714286
600,726,1,1,0,9008.0
413,936,1,0,0,7136.8
233,1064,1,1,0,9922.059210526315
594,489,1,1,0,4422.2
239,603,1,1,0,6449.345454545454
390,886,1,0,0,8744.0
100,853,1,1,1,9243.75
360,886,1,1,1,9072.375
1084,827,1,0,0,6372.4
525,1058,1,1,0,11962.666666666666
1042,586,1,1,0,4523.285714285715
734,850,1,1,0,9080.433333333332
686,695,1,0,1,5401.833333333333
474,810,1,1,1,8230.33575883576
1089,1343,1,1,0,14865.666666666666
448,490,1,0,0,4938.28645294726
349,807,1,0,0,7693.476190476191
943,0,0,0,0,0.0
358,1247,1,0,0,11671.25
820,1186,1,1,0,13484.666666666666
560,1511,1,0,1,11747.5
1062,514,1,0,1,4900.375
849,1038,1,1,0,10319.57142857143
1095,887,1,1,0,6825.125
694,621,1,0,0,6089.833333333333
205,823,1,1,1,6598.5
573,0,0,0,0,0.0
804,416,1,0,0,4376.428571428572
856,952,1,1,0,7519.142857142857
252,709,1,0,0,8710.57142857143
457,410,1,1,0,4401.166666666667
665,753,1,0,0,6775.917587939699
422,494,1,1,0,4884.666666666667
57,844,1,0,0,8293.8
125,1818,1,1,1,14959.142857142857
947,997,1,1,1,9230.396825396825
279,0,0,0,0,0.0
156,702,1,1,1,7897.753846153846
869,0,0,0,0,0.0
234,1147,1,1,0,13762.166666666666
123,1314,1,1,0,13554.714285714286
640,950,1,1,0,13117.076923076924
110,581,1,0,0,5424.8899755501225
733,3555,1,1,1,15861.111111111111
808,606,1,0,0,6662.2
914,1406,1,1,0,12403.4
393,474,1,0,1,4674.128728414443
902,0,0,0,0,0.0
441,533,1,0,0,4247.695652173913
391,0,0,0,0,0.0
798,984,1,1,0,8031.166666666667
798,343,1,0,0,2964.222222222222
637,648,1,1,1,8564.25
621,745,1,0,1,6775.917587939699
44,835,1,1,1,7956.0
1008,888,1,1,0,7084.9
